code,date,foreign_net,trust_net
6962,20260803,366,0
6965,20260803,10,0
6969,20260803,6,0
6988,20260803,2,0
6994,20260803,85,0
7610,20260803,-59,0
7631,20260803,-3,0
7689,20260803,-4,0
7705,20260803,-3,0
7711,20260803,5,0
7721,20260803,3,0
7722,20260803,-5,0
7730,20260803,-6,0
7732,20260803,3,0
7736,20260803,-3,0
7740,20260803,-14,0
7749,20260803,9,0
7750,20260803,196,0
7760,20260803,-21,0
7765,20260803,-11,0
7768,20260803,24,0
7769,20260803,-137,339
7780,20260803,70,0
7786,20260803,-19,0
7788,20260803,-159,0
7791,20260803,-12,0
7795,20260803,-6,0
7799,20260803,-2,0
7803,20260803,16,0
7818,20260803,-19,0
7821,20260803,-10,0
7822,20260803,-18,0
7823,20260803,2,0
7827,20260803,54,0
7835,20260803,-2,0
8011,20260803,273,0
8016,20260803,362,-146
8021,20260803,116,-160
8028,20260803,-182,85
8033,20260803,-139,-2
8039,20260803,2356,0
8045,20260803,60,0
8046,20260803,-169,38
8070,20260803,516,-4
8072,20260803,31,0
8081,20260803,134,-46
8103,20260803,402,0
8104,20260803,40,0
8105,20260803,136,-3
8110,20260803,177,0
8112,20260803,2458,-5
8114,20260803,562,0
8131,20260803,1178,0
8150,20260803,-1688,-1377
8162,20260803,53,0
8163,20260803,204,0
8201,20260803,7,0
8210,20260803,-57,286
8213,20260803,24,0
8215,20260803,34,0
8222,20260803,-21,0
8249,20260803,100,0
8261,20260803,869,-139
8271,20260803,-1715,140
8341,20260803,-22,0
8367,20260803,0,0
8374,20260803,-43,0
8404,20260803,45,0
8411,20260803,6,0
8422,20260803,4737,6
8429,20260803,11,0
8438,20260803,-75,0
8442,20260803,-9,0
8443,20260803,2,0
8454,20260803,117,0
8462,20260803,-96,0
8463,20260803,4,0
8464,20260803,27,-5
8466,20260803,-1,0
8467,20260803,3,0
8473,20260803,-137,0
8476,20260803,-31,-2
8478,20260803,-64,0
8481,20260803,3,0
8482,20260803,6,0
8487,20260803,-4,0
8488,20260803,7,0
8499,20260803,2,0
8926,20260803,14,-2
8940,20260803,14,0
8996,20260803,160,-1
9103,20260803,476,0
9105,20260803,3639,0
9136,20260803,121,0
9802,20260803,-133,2
9902,20260803,-28,0
9904,20260803,3367,-95
9905,20260803,7,0
9906,20260803,-21,0
9907,20260803,-1138,7
9908,20260803,-60,0
9910,20260803,-549,-16
9911,20260803,-124,3
9912,20260803,21,0
9914,20260803,-195,-12
9917,20260803,-100,2
9918,20260803,5,0
9919,20260803,10,0
9921,20260803,-19,2
9924,20260803,-44,0
9925,20260803,-125,0
9926,20260803,7,0
9927,20260803,-7,0
9928,20260803,0,0
9929,20260803,4,0
9930,20260803,-40,0
9931,20260803,9,0
9933,20260803,1884,2
9934,20260803,-16,0
9935,20260803,-97,0
9937,20260803,2,0
9938,20260803,-755,312
